,id,obs_time,satisfaction,sex,age_marriage,cohab,income,hw_all
1321,966,174,9.2,female,25,1,29049.6,1
1322,966,186,8,female,25,1,29049.6,1
1323,966,233,7.8,female,25,1,29049.6,1
1324,966,261,6.5,female,25,1,29049.6,1
1325,966,276,6,female,25,1,29049.6,1
1326,968,59,5.6,female,29,0,21504,0
1327,968,157,4,female,29,0,21504,0
1328,968,174,5.7,female,29,0,21504,0
1329,968,239,3.2,female,29,0,21504,0
1330,968,269,3.4,female,29,0,21504,0
1331,968,281,4.4,female,29,0,21504,0
1332,968,306,3.2,female,29,0,21504,0
1333,969,9,9.6,female,18,0,31353.6,1
1334,969,175,6.2,female,18,0,31353.6,1
1335,969,262,6.4,female,18,0,31353.6,1
1336,972,308,5.1,female,24,0,12153.6,1
1337,972,311,4.1,female,24,0,12153.6,1
1338,972,328,5.5,female,24,0,12153.6,1
1339,972,351,3.4,female,24,0,12153.6,1
1340,972,365,4.7,female,24,0,12153.6,1
1341,972,382,3.5,female,24,0,12153.6,1
1342,988,7,8.8,female,18,1,31238.4,1
1343,988,61,8.6,female,18,1,31238.4,1
1344,988,71,8.5,female,18,1,31238.4,1
1345,988,100,8.3,female,18,1,31238.4,1
1346,988,152,8.4,female,18,1,31238.4,1
1347,988,166,6.9,female,18,1,31238.4,1
1348,988,209,8.2,female,18,1,31238.4,1
1349,988,220,7.5,female,18,1,31238.4,1
1350,988,226,6,female,18,1,31238.4,1
1351,988,287,6,female,18,1,31238.4,1
1352,990,22,7.6,female,25,1,28128,1
1353,990,56,5.3,female,25,1,28128,1
1354,990,102,6.5,female,25,1,28128,1
1355,990,213,4.9,female,25,1,28128,1
1356,990,215,4.2,female,25,1,28128,1
1357,990,328,3.4,female,25,1,28128,1
1358,990,335,2.3,female,25,1,28128,1
1359,990,373,2,female,25,1,28128,1
1360,999,152,7.4,female,20,1,27014.4,0
1361,999,161,7.4,female,20,1,27014.4,0
1362,999,351,6.2,female,20,1,27014.4,0
1363,1015,42,9.2,female,18,0,58348.8,0
1364,1015,61,8.2,female,18,0,58348.8,0
1365,1015,115,8.3,female,18,0,58348.8,0
1366,1015,124,7.8,female,18,0,58348.8,0
1367,1015,131,7.3,female,18,0,58348.8,0
1368,1015,141,7.6,female,18,0,58348.8,0
1369,1015,170,6.8,female,18,0,58348.8,0
1370,1015,295,6.9,female,18,0,58348.8,0
1371,1015,312,6.5,female,18,0,58348.8,0
1372,1015,334,7,female,18,0,58348.8,0
1373,1015,351,5.9,female,18,0,58348.8,0
1374,1015,398,6.7,female,18,0,58348.8,0
1375,1019,125,5.3,female,19,1,21062.4,1
1376,1019,192,5.2,female,19,1,21062.4,1
1377,1019,259,3,female,19,1,21062.4,1
1378,1019,269,4.3,female,19,1,21062.4,1
1379,1019,275,4.4,female,19,1,21062.4,1
1380,1019,311,4.8,female,19,1,21062.4,1
1381,1019,360,4.9,female,19,1,21062.4,1
1382,1020,1,8.4,female,28,1,32716.8,1
1383,1020,18,9,female,28,1,32716.8,1
1384,1020,19,9.9,female,28,1,32716.8,1
1385,1020,41,8.2,female,28,1,32716.8,1
1386,1020,55,9.2,female,28,1,32716.8,1
1387,1020,108,7.7,female,28,1,32716.8,1
1388,1020,111,7.2,female,28,1,32716.8,1
1389,1020,148,6.8,female,28,1,32716.8,1
1390,1020,155,5.9,female,28,1,32716.8,1
1391,1020,248,6.7,female,28,1,32716.8,1
1392,1020,395,4.8,female,28,1,32716.8,1
1393,1022,98,8,female,25,1,29664,1
1394,1022,152,8.2,female,25,1,29664,1
1395,1022,217,8.7,female,25,1,29664,1
1396,1022,234,6.5,female,25,1,29664,1
1397,1022,356,7.2,female,25,1,29664,1
1398,1022,389,6.7,female,25,1,29664,1
1399,1028,8,6.6,female,36,1,55276.8,0
1400,1028,148,5.5,female,36,1,55276.8,0
1401,1028,163,4.7,female,36,1,55276.8,0
1402,1028,176,4.5,female,36,1,55276.8,0
1403,1028,211,5,female,36,1,55276.8,0
1404,1028,290,5.7,female,36,1,55276.8,0
1405,1028,338,4.7,female,36,1,55276.8,0
1406,1028,353,4.1,female,36,1,55276.8,0
1407,1028,374,3.8,female,36,1,55276.8,0
1408,1028,382,5.6,female,36,1,55276.8,0
1409,1039,2,6.2,female,32,1,83424,0
1410,1039,48,6,female,32,1,83424,0
1411,1039,93,6.1,female,32,1,83424,0
1412,1039,95,5.7,female,32,1,83424,0
1413,1039,120,6.6,female,32,1,83424,0
1414,1039,280,2.9,female,32,1,83424,0
1415,1039,305,3.7,female,32,1,83424,0
1416,1039,368,3.2,female,32,1,83424,0
1417,1039,369,3.3,female,32,1,83424,0
1418,1039,376,3.7,female,32,1,83424,0
1419,1039,388,2,female,32,1,83424,0
1420,1039,392,2.3,female,32,1,83424,0
1421,1046,45,7.7,female,32,1,28204.8,1
1422,1046,239,5.8,female,32,1,28204.8,1
1423,1046,348,4.1,female,32,1,28204.8,1
1424,1048,10,7.9,female,21,1,36844.8,0
1425,1048,24,8.4,female,21,1,36844.8,0
1426,1048,83,8.1,female,21,1,36844.8,0
1427,1048,108,6.5,female,21,1,36844.8,0
1428,1048,162,7.1,female,21,1,36844.8,0
1429,1048,283,6.2,female,21,1,36844.8,0
1430,1054,7,9.8,female,26,1,37248,0
1431,1054,28,9.5,female,26,1,37248,0
1432,1054,122,10,female,26,1,37248,0
1433,1054,140,8.9,female,26,1,37248,0
1434,1054,155,8.1,female,26,1,37248,0
1435,1054,280,8.8,female,26,1,37248,0
1436,1054,332,7.3,female,26,1,37248,0
1437,1056,243,4.9,female,25,1,57676.8,1
1438,1056,350,5.2,female,25,1,57676.8,1
1439,1056,380,4.4,female,25,1,57676.8,1
1440,1057,29,5.6,female,30,0,31564.8,1
1441,1057,59,6.1,female,30,0,31564.8,1
1442,1057,93,6.4,female,30,0,31564.8,1
1443,1057,99,7.2,female,30,0,31564.8,1
1444,1057,204,7.8,female,30,0,31564.8,1
1445,1057,288,4.8,female,30,0,31564.8,1
1446,1063,31,7.1,female,22,1,21792,1
1447,1063,238,4.5,female,22,1,21792,1
1448,1063,245,5.4,female,22,1,21792,1
1449,1063,275,5.6,female,22,1,21792,1
1450,1063,289,5,female,22,1,21792,1
1451,1063,324,3.2,female,22,1,21792,1
1452,1067,49,6.4,female,25,0,26496,1
1453,1067,117,8.2,female,25,0,26496,1
1454,1067,119,6.5,female,25,0,26496,1
1455,1067,160,5.3,female,25,0,26496,1
1456,1067,232,7.8,female,25,0,26496,1
1457,1067,293,6.1,female,25,0,26496,1
1458,1067,320,7.1,female,25,0,26496,1
1459,1067,335,6.6,female,25,0,26496,1
1460,1067,345,6.1,female,25,0,26496,1
1461,1071,10,8.8,female,18,1,4780.8,1
1462,1071,49,8.1,female,18,1,4780.8,1
1463,1071,64,10,female,18,1,4780.8,1
1464,1071,116,8.4,female,18,1,4780.8,1
1465,1071,128,7.4,female,18,1,4780.8,1
1466,1071,231,6.7,female,18,1,4780.8,1
1467,1071,235,5.8,female,18,1,4780.8,1
1468,1071,247,6.1,female,18,1,4780.8,1
1469,1071,287,7,female,18,1,4780.8,1
1470,1071,305,5.9,female,18,1,4780.8,1
1471,1071,333,6.2,female,18,1,4780.8,1
1472,1075,27,4.9,female,34,1,74246.4,0
1473,1075,52,4.2,female,34,1,74246.4,0
1474,1075,396,1.4,female,34,1,74246.4,0
1475,1079,31,9.4,female,31,1,30201.6,0
1476,1079,105,9.1,female,31,1,30201.6,0
1477,1079,233,8.2,female,31,1,30201.6,0
1478,1079,285,7.1,female,31,1,30201.6,0
1479,1079,307,7.2,female,31,1,30201.6,0
1480,1079,379,5.7,female,31,1,30201.6,0
1481,1089,33,7.8,female,32,1,13036.8,0
1482,1089,78,7.7,female,32,1,13036.8,0
1483,1089,99,7.8,female,32,1,13036.8,0
1484,1089,118,7,female,32,1,13036.8,0
1485,1089,167,6.2,female,32,1,13036.8,0
1486,1089,239,6.8,female,32,1,13036.8,0
1487,1099,18,6.1,female,28,1,13900.8,1
1488,1099,167,3.3,female,28,1,13900.8,1
1489,1099,210,4.4,female,28,1,13900.8,1
1490,1099,312,5.4,female,28,1,13900.8,1
1491,1099,343,3.3,female,28,1,13900.8,1
1492,1099,357,4.4,female,28,1,13900.8,1
1493,1099,395,3.1,female,28,1,13900.8,1
1494,1102,33,4.3,female,28,0,7699.2,1
1495,1102,166,2,female,28,0,7699.2,1
1496,1102,192,2.3,female,28,0,7699.2,1
1497,1102,205,1.4,female,28,0,7699.2,1
1498,1102,225,3.1,female,28,0,7699.2,1
1499,1102,337,1.5,female,28,0,7699.2,1
1500,1114,122,5.5,female,32,0,55123.2,0
1501,1114,161,6,female,32,0,55123.2,0
1502,1114,191,4.9,female,32,0,55123.2,0
1503,1114,214,5.6,female,32,0,55123.2,0
1504,1114,375,4.1,female,32,0,55123.2,0
1505,1118,8,7.3,female,35,1,26745.6,1
1506,1118,150,5.6,female,35,1,26745.6,1
1507,1118,246,5.3,female,35,1,26745.6,1
1508,1118,249,5.5,female,35,1,26745.6,1
1509,1118,318,7.4,female,35,1,26745.6,1
1510,1118,370,6.1,female,35,1,26745.6,1
1511,1119,118,6.5,female,25,1,15609.6,1
1512,1119,149,6.8,female,25,1,15609.6,1
1513,1119,167,5.9,female,25,1,15609.6,1
1514,1119,269,4.3,female,25,1,15609.6,1
1515,1119,299,7,female,25,1,15609.6,1
1516,1119,313,6,female,25,1,15609.6,1
1517,1119,340,3.7,female,25,1,15609.6,1
1518,1125,11,9.6,female,35,0,42950.4,0
1519,1125,181,7.4,female,35,0,42950.4,0
1520,1125,209,7.9,female,35,0,42950.4,0
1521,1125,257,6.7,female,35,0,42950.4,0
1522,1125,306,7,female,35,0,42950.4,0
1523,1129,47,7.6,female,34,1,21849.6,1
1524,1129,65,6.6,female,34,1,21849.6,1
1525,1129,72,7,female,34,1,21849.6,1
1526,1129,105,7.5,female,34,1,21849.6,1
1527,1129,135,5.5,female,34,1,21849.6,1
1528,1129,162,6.5,female,34,1,21849.6,1
1529,1129,319,4,female,34,1,21849.6,1
1530,1129,336,2.8,female,34,1,21849.6,1
1531,1129,351,4,female,34,1,21849.6,1
1532,1139,6,6.4,female,30,1,10406.4,0
1533,1139,81,6.1,female,30,1,10406.4,0
1534,1139,192,4.5,female,30,1,10406.4,0
1535,1139,233,6.2,female,30,1,10406.4,0
1536,1139,259,3.4,female,30,1,10406.4,0
1537,1139,287,4.2,female,30,1,10406.4,0
1538,1139,380,3.7,female,30,1,10406.4,0
1539,1139,387,3.5,female,30,1,10406.4,0
1540,1152,25,9.1,female,31,1,41491.2,0
1541,1152,31,7.5,female,31,1,41491.2,0
1542,1152,39,7.1,female,31,1,41491.2,0
1543,1152,71,7.8,female,31,1,41491.2,0
1544,1152,82,7.4,female,31,1,41491.2,0
1545,1152,358,5.9,female,31,1,41491.2,0
1546,1161,23,8.4,female,29,1,19161.6,0
1547,1161,97,9.7,female,29,1,19161.6,0
1548,1161,120,9.3,female,29,1,19161.6,0
1549,1161,153,9.3,female,29,1,19161.6,0
1550,1161,297,7.5,female,29,1,19161.6,0
1551,1161,314,8.3,female,29,1,19161.6,0
1552,1161,322,9.1,female,29,1,19161.6,0
1553,1161,358,7.3,female,29,1,19161.6,0
1554,1161,367,7.4,female,29,1,19161.6,0
1555,1177,91,7.4,female,27,1,39609.6,0
1556,1177,158,5.2,female,27,1,39609.6,0
1557,1177,183,5.8,female,27,1,39609.6,0
1558,1177,184,4.5,female,27,1,39609.6,0
1559,1177,269,3.7,female,27,1,39609.6,0
1560,1177,286,2.9,female,27,1,39609.6,0
1561,1177,287,3.2,female,27,1,39609.6,0
1562,1177,295,3.5,female,27,1,39609.6,0
1563,1177,330,3.2,female,27,1,39609.6,0
1564,1177,370,1.9,female,27,1,39609.6,0
1565,1177,381,3.5,female,27,1,39609.6,0
1566,1177,389,2.7,female,27,1,39609.6,0
1567,1181,35,7.8,female,30,1,9657.6,1
1568,1181,117,7.9,female,30,1,9657.6,1
1569,1181,138,7.3,female,30,1,9657.6,1
1570,1181,190,6.6,female,30,1,9657.6,1
1571,1181,238,7.6,female,30,1,9657.6,1
1572,1181,266,6.2,female,30,1,9657.6,1
1573,1181,279,8.3,female,30,1,9657.6,1
1574,1181,356,5.6,female,30,1,9657.6,1
1575,1181,370,5,female,30,1,9657.6,1
1576,1186,150,9.1,female,33,1,75628.8,0
1577,1186,219,6.7,female,33,1,75628.8,0
1578,1186,273,6.6,female,33,1,75628.8,0
1579,1187,3,9.5,female,21,1,29952,0
1580,1187,22,6.2,female,21,1,29952,0
1581,1187,42,6.3,female,21,1,29952,0
1582,1187,85,6.4,female,21,1,29952,0
1583,1187,159,5.5,female,21,1,29952,0
1584,1187,353,6.6,female,21,1,29952,0
1585,1187,363,7,female,21,1,29952,0
1586,1187,366,5.8,female,21,1,29952,0
1587,1191,0,6.8,female,32,1,17875.2,0
1588,1191,61,7.8,female,32,1,17875.2,0
1589,1191,88,6.3,female,32,1,17875.2,0
1590,1191,333,4.4,female,32,1,17875.2,0
1591,1191,395,3.4,female,32,1,17875.2,0
1592,1192,49,9.2,female,25,1,38784,0
1593,1192,140,7.7,female,25,1,38784,0
1594,1192,168,7.5,female,25,1,38784,0
1595,1192,181,6.6,female,25,1,38784,0
1596,1192,196,6.7,female,25,1,38784,0
1597,1192,328,6.6,female,25,1,38784,0
1598,1192,331,6.8,female,25,1,38784,0
1599,1192,381,5.9,female,25,1,38784,0
1600,1193,143,9.3,female,33,1,28454.4,1
1601,1193,149,7.8,female,33,1,28454.4,1
1602,1193,157,7,female,33,1,28454.4,1
1603,1193,187,8.1,female,33,1,28454.4,1
1604,1193,226,7.1,female,33,1,28454.4,1
1605,1193,318,6.2,female,33,1,28454.4,1
1606,1193,372,4.2,female,33,1,28454.4,1
1607,1193,373,4.8,female,33,1,28454.4,1
1608,1201,17,5.4,female,21,1,14476.8,1
1609,1201,129,4.5,female,21,1,14476.8,1
1610,1201,158,5.6,female,21,1,14476.8,1
1611,1201,230,4.2,female,21,1,14476.8,1
1612,1201,240,4.5,female,21,1,14476.8,1
1613,1208,1,4.9,female,27,1,11308.8,1
1614,1208,118,5.1,female,27,1,11308.8,1
1615,1208,119,4.8,female,27,1,11308.8,1
1616,1208,156,5.8,female,27,1,11308.8,1
1617,1208,194,4.3,female,27,1,11308.8,1
1618,1208,202,3.4,female,27,1,11308.8,1
1619,1208,267,4.2,female,27,1,11308.8,1
1620,1208,316,3.8,female,27,1,11308.8,1
1621,1208,322,4.3,female,27,1,11308.8,1
1622,1208,324,3.4,female,27,1,11308.8,1
1623,1209,79,10,female,30,1,31891.2,1
1624,1209,208,8.3,female,30,1,31891.2,1
1625,1209,287,8.3,female,30,1,31891.2,1
1626,1209,295,7.2,female,30,1,31891.2,1
1627,1213,88,8.6,female,24,1,15724.8,1
1628,1213,103,5.9,female,24,1,15724.8,1
1629,1213,230,5,female,24,1,15724.8,1
1630,1213,270,5.2,female,24,1,15724.8,1
1631,1213,293,6.9,female,24,1,15724.8,1
1632,1213,298,4.2,female,24,1,15724.8,1
1633,1213,338,3.7,female,24,1,15724.8,1
1634,1213,367,3.4,female,24,1,15724.8,1
1635,1214,46,6.5,female,27,1,66969.6,1
1636,1214,57,4.9,female,27,1,66969.6,1
1637,1214,80,6.6,female,27,1,66969.6,1
1638,1214,196,6.1,female,27,1,66969.6,1
1639,1214,202,3.2,female,27,1,66969.6,1
1640,1214,218,4.2,female,27,1,66969.6,1
1641,1214,269,4.9,female,27,1,66969.6,1
1642,1214,272,4.5,female,27,1,66969.6,1
1643,1214,314,4.4,female,27,1,66969.6,1
1644,1214,323,2.3,female,27,1,66969.6,1
1645,1216,65,10,female,29,1,32102.4,1
1646,1216,92,8.8,female,29,1,32102.4,1
1647,1216,131,9.7,female,29,1,32102.4,1
1648,1216,169,8,female,29,1,32102.4,1
1649,1216,194,7.2,female,29,1,32102.4,1
1650,1216,203,8.3,female,29,1,32102.4,1
1651,1216,247,8.1,female,29,1,32102.4,1
1652,1216,282,6.3,female,29,1,32102.4,1
1653,1216,302,7.8,female,29,1,32102.4,1
1654,1216,344,6.9,female,29,1,32102.4,1
1655,1220,12,7.4,female,21,1,23865.6,0
1656,1220,32,6.4,female,21,1,23865.6,0
1657,1220,40,4.9,female,21,1,23865.6,0
1658,1220,132,5.3,female,21,1,23865.6,0
1659,1220,182,5.3,female,21,1,23865.6,0
1660,1220,202,6.8,female,21,1,23865.6,0
1661,1220,299,4.3,female,21,1,23865.6,0
1662,1220,322,2.9,female,21,1,23865.6,0
1663,1220,330,2.7,female,21,1,23865.6,0
1664,1220,368,4.6,female,21,1,23865.6,0
1665,1220,372,3.2,female,21,1,23865.6,0
1666,1224,75,8,female,25,1,38380.8,1
1667,1224,197,8,female,25,1,38380.8,1
1668,1224,206,6.4,female,25,1,38380.8,1
1669,1224,233,7.2,female,25,1,38380.8,1
1670,1224,248,6.2,female,25,1,38380.8,1
1671,1224,292,6.2,female,25,1,38380.8,1
1672,1224,392,6.6,female,25,1,38380.8,1
1673,1224,393,6.7,female,25,1,38380.8,1
1674,1225,55,7.5,female,26,1,53376,1
1675,1225,146,6.3,female,26,1,53376,1
1676,1225,286,3.8,female,26,1,53376,1
1677,1225,330,5.5,female,26,1,53376,1
1678,1228,68,4.6,female,28,1,29068.8,0
1679,1228,122,5.9,female,28,1,29068.8,0
1680,1228,181,3.6,female,28,1,29068.8,0
1681,1228,224,3.9,female,28,1,29068.8,0
1682,1228,381,2,female,28,1,29068.8,0
1683,1231,56,4.8,female,30,1,13785.6,1
1684,1231,168,4,female,30,1,13785.6,1
1685,1231,345,4.2,female,30,1,13785.6,1
1686,1236,16,6.9,female,23,1,15532.8,1
1687,1236,131,6,female,23,1,15532.8,1
1688,1236,169,4.7,female,23,1,15532.8,1
1689,1236,183,5,female,23,1,15532.8,1
1690,1236,198,4.4,female,23,1,15532.8,1
1691,1236,255,5.9,female,23,1,15532.8,1
1692,1236,269,5.6,female,23,1,15532.8,1
1693,1236,308,5,female,23,1,15532.8,1
1694,1236,331,5.5,female,23,1,15532.8,1
1695,1236,348,4.8,female,23,1,15532.8,1
1696,1236,359,4.8,female,23,1,15532.8,1
1697,1237,55,7.4,female,25,0,26150.4,1
1698,1237,58,7,female,25,0,26150.4,1
1699,1237,64,8.9,female,25,0,26150.4,1
1700,1237,73,5.7,female,25,0,26150.4,1
1701,1237,81,7.4,female,25,0,26150.4,1
1702,1237,147,8.3,female,25,0,26150.4,1
1703,1237,176,7.8,female,25,0,26150.4,1
1704,1239,86,5.8,female,23,1,9792,1
1705,1239,109,6.4,female,23,1,9792,1
1706,1239,301,4.9,female,23,1,9792,1
1707,1239,322,3.8,female,23,1,9792,1
1708,1239,326,5.9,female,23,1,9792,1
1709,1239,335,4.4,female,23,1,9792,1
1710,1239,389,2.9,female,23,1,9792,1
1711,1245,19,7.9,female,23,1,46848,1
1712,1245,120,7.8,female,23,1,46848,1
1713,1245,132,6.2,female,23,1,46848,1
1714,1245,253,5.5,female,23,1,46848,1
1715,1245,271,4.9,female,23,1,46848,1
1716,1246,121,5,female,27,0,9216,1
1717,1246,168,4.5,female,27,0,9216,1
1718,1246,174,4.7,female,27,0,9216,1
1719,1246,269,4.6,female,27,0,9216,1
1720,1246,328,3.9,female,27,0,9216,1
1721,1247,42,5.9,female,21,1,11827.2,0
1722,1247,61,6.5,female,21,1,11827.2,0
1723,1247,99,6.3,female,21,1,11827.2,0
1724,1247,180,7,female,21,1,11827.2,0
1725,1258,69,8.1,female,26,0,27571.2,0
1726,1258,83,8.5,female,26,0,27571.2,0
1727,1258,100,8.7,female,26,0,27571.2,0
1728,1258,120,8.6,female,26,0,27571.2,0
1729,1258,122,8.9,female,26,0,27571.2,0
1730,1258,212,8.1,female,26,0,27571.2,0
1731,1258,321,4.8,female,26,0,27571.2,0
1732,1258,336,3.9,female,26,0,27571.2,0
1733,1261,93,6.2,female,21,1,27532.8,0
1734,1261,113,6,female,21,1,27532.8,0
1735,1261,142,5.6,female,21,1,27532.8,0
1736,1261,159,3.8,female,21,1,27532.8,0
1737,1261,293,4.7,female,21,1,27532.8,0
1738,1261,306,5.4,female,21,1,27532.8,0
1739,1261,335,3.9,female,21,1,27532.8,0
1740,1273,87,5.5,female,39,0,34790.4,1
1741,1273,92,4.7,female,39,0,34790.4,1
1742,1273,119,6.9,female,39,0,34790.4,1
1743,1273,125,7.2,female,39,0,34790.4,1
1744,1273,227,6.9,female,39,0,34790.4,1
1745,1273,237,6.7,female,39,0,34790.4,1
1746,1273,298,5.1,female,39,0,34790.4,1
1747,1273,338,4.9,female,39,0,34790.4,1
1748,1273,359,4.5,female,39,0,34790.4,1
1749,1273,364,4.6,female,39,0,34790.4,1
1750,1273,385,4.5,female,39,0,34790.4,1
1751,1274,21,6.5,female,32,0,20851.2,1
1752,1274,231,5.4,female,32,0,20851.2,1
1753,1274,283,4.1,female,32,0,20851.2,1
1754,1274,292,4.8,female,32,0,20851.2,1
1755,1275,224,4.7,female,27,1,11731.2,1
1756,1275,297,4.9,female,27,1,11731.2,1
1757,1275,334,4.8,female,27,1,11731.2,1
1758,1287,26,10,female,37,1,16492.8,1
1759,1287,92,8.5,female,37,1,16492.8,1
1760,1287,137,9.9,female,37,1,16492.8,1
1761,1287,210,8.9,female,37,1,16492.8,1
1762,1287,329,6.8,female,37,1,16492.8,1
1763,1288,13,9.2,female,18,1,62400,0
1764,1288,72,7.7,female,18,1,62400,0
1765,1288,152,8.5,female,18,1,62400,0
1766,1288,223,5.1,female,18,1,62400,0
1767,1288,249,7,female,18,1,62400,0
1768,1288,256,8.3,female,18,1,62400,0
1769,1288,335,5.7,female,18,1,62400,0
1770,1288,343,6.6,female,18,1,62400,0
1771,1304,29,6.3,female,38,1,36691.2,0
1772,1304,45,7.2,female,38,1,36691.2,0
1773,1304,58,7.3,female,38,1,36691.2,0
1774,1304,96,5.4,female,38,1,36691.2,0
1775,1304,101,7,female,38,1,36691.2,0
1776,1304,152,6.3,female,38,1,36691.2,0
1777,1304,228,5.4,female,38,1,36691.2,0
1778,1307,28,7.9,female,32,1,35520,1
1779,1307,57,6.8,female,32,1,35520,1
1780,1307,176,5.3,female,32,1,35520,1
1781,1307,269,3.7,female,32,1,35520,1
1782,1307,281,3.7,female,32,1,35520,1
1783,1307,302,3.1,female,32,1,35520,1
1784,1311,13,9.7,female,29,1,50630.4,1
1785,1311,20,10,female,29,1,50630.4,1
1786,1311,38,10,female,29,1,50630.4,1
1787,1311,44,9.4,female,29,1,50630.4,1
1788,1311,195,8.4,female,29,1,50630.4,1
1789,1311,257,6.7,female,29,1,50630.4,1
1790,1311,284,7.2,female,29,1,50630.4,1
1791,1325,20,9.2,female,20,1,26995.2,1
1792,1325,134,8.3,female,20,1,26995.2,1
1793,1325,141,6.7,female,20,1,26995.2,1
1794,1325,143,7.7,female,20,1,26995.2,1
1795,1325,232,6.1,female,20,1,26995.2,1
1796,1325,297,4.5,female,20,1,26995.2,1
1797,1325,303,5.3,female,20,1,26995.2,1
1798,1325,374,4,female,20,1,26995.2,1
1799,1325,380,5.1,female,20,1,26995.2,1
1800,1330,21,9.3,female,32,1,47539.2,1
1801,1330,40,7.5,female,32,1,47539.2,1
1802,1330,76,9.2,female,32,1,47539.2,1
1803,1330,86,8.7,female,32,1,47539.2,1
1804,1330,166,7,female,32,1,47539.2,1
1805,1330,193,8.4,female,32,1,47539.2,1
1806,1330,212,6.9,female,32,1,47539.2,1
1807,1330,252,5.6,female,32,1,47539.2,1
1808,1330,297,6.5,female,32,1,47539.2,1
1809,1330,305,7.3,female,32,1,47539.2,1
1810,1330,320,7.4,female,32,1,47539.2,1
1811,1330,331,5.3,female,32,1,47539.2,1
1812,1330,361,4.7,female,32,1,47539.2,1
1813,1337,25,7.8,female,28,1,33388.8,1
1814,1337,26,7.2,female,28,1,33388.8,1
1815,1337,59,8.3,female,28,1,33388.8,1
1816,1337,167,7,female,28,1,33388.8,1
1817,1337,209,5.6,female,28,1,33388.8,1
1818,1337,374,3.1,female,28,1,33388.8,1
1819,1349,172,4.7,female,25,1,14131.2,0
1820,1349,212,5.4,female,25,1,14131.2,0
1821,1349,222,7.1,female,25,1,14131.2,0
1822,1349,298,6,female,25,1,14131.2,0
1823,1349,300,5.8,female,25,1,14131.2,0
1824,1349,366,4.7,female,25,1,14131.2,0
1825,1349,382,4.6,female,25,1,14131.2,0
1826,1357,48,6.1,female,37,1,16838.4,1
1827,1357,56,6.8,female,37,1,16838.4,1
1828,1357,74,6.6,female,37,1,16838.4,1
1829,1357,106,5.6,female,37,1,16838.4,1
1830,1357,189,4.8,female,37,1,16838.4,1
1831,1357,220,5.5,female,37,1,16838.4,1
1832,1357,392,4.3,female,37,1,16838.4,1
1833,1358,44,8.7,female,33,1,29702.4,1
1834,1358,70,7,female,33,1,29702.4,1
1835,1358,203,7.9,female,33,1,29702.4,1
1836,1358,268,7,female,33,1,29702.4,1
1837,1358,305,8.4,female,33,1,29702.4,1
1838,1358,375,6.7,female,33,1,29702.4,1
1839,1359,7,6.8,female,24,0,18259.2,1
1840,1359,25,6.4,female,24,0,18259.2,1
1841,1359,78,3.7,female,24,0,18259.2,1
1842,1359,108,5.2,female,24,0,18259.2,1
1843,1359,197,3.6,female,24,0,18259.2,1
1844,1359,226,3.5,female,24,0,18259.2,1
1845,1359,277,2.9,female,24,0,18259.2,1
1846,1359,302,3.7,female,24,0,18259.2,1
1847,1359,325,2.4,female,24,0,18259.2,1
1848,1359,349,3.1,female,24,0,18259.2,1
1849,1361,26,8.5,female,23,1,26956.8,1
1850,1361,37,8.5,female,23,1,26956.8,1
1851,1361,117,7.9,female,23,1,26956.8,1
1852,1361,137,8.1,female,23,1,26956.8,1
1853,1361,156,7.8,female,23,1,26956.8,1
1854,1361,158,6.8,female,23,1,26956.8,1
1855,1361,170,7.7,female,23,1,26956.8,1
1856,1361,264,6.2,female,23,1,26956.8,1
1857,1361,397,4.9,female,23,1,26956.8,1
1858,1364,3,8.6,female,29,1,62649.6,0
1859,1364,147,5.9,female,29,1,62649.6,0
1860,1364,155,6.7,female,29,1,62649.6,0
1861,1364,163,5.5,female,29,1,62649.6,0
1862,1364,238,5,female,29,1,62649.6,0
1863,1364,249,5.5,female,29,1,62649.6,0
1864,1364,323,3.3,female,29,1,62649.6,0
1865,1364,329,3,female,29,1,62649.6,0
1866,1364,332,5.3,female,29,1,62649.6,0
1867,1364,350,4.8,female,29,1,62649.6,0
1868,1364,385,4.3,female,29,1,62649.6,0
1869,1368,18,7.7,female,27,1,77875.2,0
1870,1368,340,6.9,female,27,1,77875.2,0
1871,1368,374,4.9,female,27,1,77875.2,0
1872,1371,15,7,female,26,1,24480,0
1873,1371,29,6.9,female,26,1,24480,0
1874,1371,30,5.8,female,26,1,24480,0
1875,1371,42,6.7,female,26,1,24480,0
1876,1371,49,5.5,female,26,1,24480,0
1877,1371,56,6.8,female,26,1,24480,0
1878,1371,121,5.8,female,26,1,24480,0
1879,1371,258,4.3,female,26,1,24480,0
1880,1371,260,5.5,female,26,1,24480,0
1881,1371,344,4.5,female,26,1,24480,0
1882,1373,46,7.8,female,35,1,21580.8,1
1883,1373,79,6.7,female,35,1,21580.8,1
1884,1373,175,7.4,female,35,1,21580.8,1
1885,1373,296,6.4,female,35,1,21580.8,1
1886,1373,335,4.8,female,35,1,21580.8,1
1887,1373,363,4.5,female,35,1,21580.8,1
1888,1376,8,10,female,25,1,19641.6,0
1889,1376,53,10,female,25,1,19641.6,0
1890,1376,87,10,female,25,1,19641.6,0
1891,1376,115,10,female,25,1,19641.6,0
1892,1376,231,8.9,female,25,1,19641.6,0
1893,1376,243,8.7,female,25,1,19641.6,0
1894,1376,326,8.2,female,25,1,19641.6,0
